path,label,intent,speaker,split,phrase_id,variant_id,transcript,slot,slot_value,duration_sec
ALARM_6_00AM/ALARM_6_00AM_s1_v1_noisy.wav,ALARM_6_00AM,ALARM,s1,train,v1,noisy,Alarm 6 AM,time,6 AM,1.560
ALARM_6_00AM/ALARM_6_00AM_s1_v2_clean.wav,ALARM_6_00AM,ALARM,s1,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.520
ALARM_6_00AM/ALARM_6_00AM_s1_v2_noisy.wav,ALARM_6_00AM,ALARM,s1,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.520
ALARM_6_00AM/ALARM_6_00AM_s1_v3_clean.wav,ALARM_6_00AM,ALARM,s1,train,v3,clean,Set an alarm for 6 AM,time,6 AM,1.920
ALARM_6_00AM/ALARM_6_00AM_s1_v3_noisy.wav,ALARM_6_00AM,ALARM,s1,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,1.920
ALARM_6_00AM/ALARM_6_00AM_s20_v1_clean.wav,ALARM_6_00AM,ALARM,s20,train,v1,clean,Alarm 6 AM,time,6 AM,1.320
ALARM_6_00AM/ALARM_6_00AM_s20_v1_noisy.wav,ALARM_6_00AM,ALARM,s20,train,v1,noisy,Alarm 6 AM,time,6 AM,1.320
ALARM_6_00AM/ALARM_6_00AM_s20_v2_clean.wav,ALARM_6_00AM,ALARM,s20,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.640
ALARM_6_00AM/ALARM_6_00AM_s20_v2_noisy.wav,ALARM_6_00AM,ALARM,s20,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.640
ALARM_6_00AM/ALARM_6_00AM_s20_v3_clean.wav,ALARM_6_00AM,ALARM,s20,train,v3,clean,Set an alarm for 6 AM,time,6 AM,1.880
ALARM_6_00AM/ALARM_6_00AM_s20_v3_noisy.wav,ALARM_6_00AM,ALARM,s20,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,1.880
ALARM_6_00AM/ALARM_6_00AM_s21_v1_clean.wav,ALARM_6_00AM,ALARM,s21,train,v1,clean,Alarm 6 AM,time,6 AM,2.140
ALARM_6_00AM/ALARM_6_00AM_s21_v1_noisy.wav,ALARM_6_00AM,ALARM,s21,train,v1,noisy,Alarm 6 AM,time,6 AM,2.140
ALARM_6_00AM/ALARM_6_00AM_s21_v2_clean.wav,ALARM_6_00AM,ALARM,s21,train,v2,clean,Wake me up at 6 AM,time,6 AM,2.020
ALARM_6_00AM/ALARM_6_00AM_s21_v2_noisy.wav,ALARM_6_00AM,ALARM,s21,train,v2,noisy,Wake me up at 6 AM,time,6 AM,2.020
ALARM_6_00AM/ALARM_6_00AM_s21_v3_clean.wav,ALARM_6_00AM,ALARM,s21,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.020
ALARM_6_00AM/ALARM_6_00AM_s21_v3_noisy.wav,ALARM_6_00AM,ALARM,s21,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.020
ALARM_6_00AM/ALARM_6_00AM_s22_v1_clean.wav,ALARM_6_00AM,ALARM,s22,train,v1,clean,Alarm 6 AM,time,6 AM,1.680
ALARM_6_00AM/ALARM_6_00AM_s22_v1_noisy.wav,ALARM_6_00AM,ALARM,s22,train,v1,noisy,Alarm 6 AM,time,6 AM,1.680
ALARM_6_00AM/ALARM_6_00AM_s22_v2_clean.wav,ALARM_6_00AM,ALARM,s22,train,v2,clean,Wake me up at 6 AM,time,6 AM,2.200
ALARM_6_00AM/ALARM_6_00AM_s22_v2_noisy.wav,ALARM_6_00AM,ALARM,s22,train,v2,noisy,Wake me up at 6 AM,time,6 AM,2.200
ALARM_6_00AM/ALARM_6_00AM_s22_v3_clean.wav,ALARM_6_00AM,ALARM,s22,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.200
ALARM_6_00AM/ALARM_6_00AM_s22_v3_noisy.wav,ALARM_6_00AM,ALARM,s22,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.200
ALARM_6_00AM/ALARM_6_00AM_s23_v1_clean.wav,ALARM_6_00AM,ALARM,s23,train,v1,clean,Alarm 6 AM,time,6 AM,1.740
ALARM_6_00AM/ALARM_6_00AM_s23_v1_noisy.wav,ALARM_6_00AM,ALARM,s23,train,v1,noisy,Alarm 6 AM,time,6 AM,1.740
ALARM_6_00AM/ALARM_6_00AM_s23_v2_clean.wav,ALARM_6_00AM,ALARM,s23,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.780
ALARM_6_00AM/ALARM_6_00AM_s23_v2_noisy.wav,ALARM_6_00AM,ALARM,s23,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.780
ALARM_6_00AM/ALARM_6_00AM_s23_v3_clean.wav,ALARM_6_00AM,ALARM,s23,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.300
ALARM_6_00AM/ALARM_6_00AM_s23_v3_noisy.wav,ALARM_6_00AM,ALARM,s23,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.300
ALARM_6_00AM/ALARM_6_00AM_s24_v1_clean.wav,ALARM_6_00AM,ALARM,s24,train,v1,clean,Alarm 6 AM,time,6 AM,1.440
ALARM_6_00AM/ALARM_6_00AM_s24_v1_noisy.wav,ALARM_6_00AM,ALARM,s24,train,v1,noisy,Alarm 6 AM,time,6 AM,1.440
ALARM_6_00AM/ALARM_6_00AM_s24_v2_clean.wav,ALARM_6_00AM,ALARM,s24,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.880
ALARM_6_00AM/ALARM_6_00AM_s24_v2_noisy.wav,ALARM_6_00AM,ALARM,s24,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.880
ALARM_6_00AM/ALARM_6_00AM_s24_v3_clean.wav,ALARM_6_00AM,ALARM,s24,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.120
ALARM_6_00AM/ALARM_6_00AM_s24_v3_noisy.wav,ALARM_6_00AM,ALARM,s24,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.120
ALARM_6_00AM/ALARM_6_00AM_s25_v1_clean.wav,ALARM_6_00AM,ALARM,s25,train,v1,clean,Alarm 6 AM,time,6 AM,1.440
ALARM_6_00AM/ALARM_6_00AM_s25_v1_noisy.wav,ALARM_6_00AM,ALARM,s25,train,v1,noisy,Alarm 6 AM,time,6 AM,1.440
ALARM_6_00AM/ALARM_6_00AM_s25_v2_clean.wav,ALARM_6_00AM,ALARM,s25,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.800
ALARM_6_00AM/ALARM_6_00AM_s25_v2_noisy.wav,ALARM_6_00AM,ALARM,s25,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.800
ALARM_6_00AM/ALARM_6_00AM_s25_v3_clean.wav,ALARM_6_00AM,ALARM,s25,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.160
ALARM_6_00AM/ALARM_6_00AM_s25_v3_noisy.wav,ALARM_6_00AM,ALARM,s25,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.160
ALARM_6_00AM/ALARM_6_00AM_s26_v1_clean.wav,ALARM_6_00AM,ALARM,s26,train,v1,clean,Alarm 6 AM,time,6 AM,1.880
ALARM_6_00AM/ALARM_6_00AM_s26_v1_noisy.wav,ALARM_6_00AM,ALARM,s26,train,v1,noisy,Alarm 6 AM,time,6 AM,1.880
ALARM_6_00AM/ALARM_6_00AM_s26_v2_clean.wav,ALARM_6_00AM,ALARM,s26,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.640
ALARM_6_00AM/ALARM_6_00AM_s26_v2_noisy.wav,ALARM_6_00AM,ALARM,s26,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.640
ALARM_6_00AM/ALARM_6_00AM_s26_v3_clean.wav,ALARM_6_00AM,ALARM,s26,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.000
ALARM_6_00AM/ALARM_6_00AM_s26_v3_noisy.wav,ALARM_6_00AM,ALARM,s26,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.000
ALARM_6_00AM/ALARM_6_00AM_s27_v1_clean.wav,ALARM_6_00AM,ALARM,s27,train,v1,clean,Alarm 6 AM,time,6 AM,1.680
ALARM_6_00AM/ALARM_6_00AM_s27_v1_noisy.wav,ALARM_6_00AM,ALARM,s27,train,v1,noisy,Alarm 6 AM,time,6 AM,1.680
ALARM_6_00AM/ALARM_6_00AM_s27_v2_clean.wav,ALARM_6_00AM,ALARM,s27,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.760
ALARM_6_00AM/ALARM_6_00AM_s27_v2_noisy.wav,ALARM_6_00AM,ALARM,s27,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.760
ALARM_6_00AM/ALARM_6_00AM_s27_v3_clean.wav,ALARM_6_00AM,ALARM,s27,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.200
ALARM_6_00AM/ALARM_6_00AM_s27_v3_noisy.wav,ALARM_6_00AM,ALARM,s27,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.200
ALARM_6_00AM/ALARM_6_00AM_s28_v1_clean.wav,ALARM_6_00AM,ALARM,s28,train,v1,clean,Alarm 6 AM,time,6 AM,1.740
ALARM_6_00AM/ALARM_6_00AM_s28_v1_noisy.wav,ALARM_6_00AM,ALARM,s28,train,v1,noisy,Alarm 6 AM,time,6 AM,1.740
ALARM_6_00AM/ALARM_6_00AM_s28_v2_clean.wav,ALARM_6_00AM,ALARM,s28,train,v2,clean,Wake me up at 6 AM,time,6 AM,2.060
ALARM_6_00AM/ALARM_6_00AM_s28_v2_noisy.wav,ALARM_6_00AM,ALARM,s28,train,v2,noisy,Wake me up at 6 AM,time,6 AM,2.060
ALARM_6_00AM/ALARM_6_00AM_s28_v3_clean.wav,ALARM_6_00AM,ALARM,s28,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.020
ALARM_6_00AM/ALARM_6_00AM_s28_v3_noisy.wav,ALARM_6_00AM,ALARM,s28,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.020
ALARM_6_00AM/ALARM_6_00AM_s29_v1_clean.wav,ALARM_6_00AM,ALARM,s29,train,v1,clean,Alarm 6 AM,time,6 AM,2.080
ALARM_6_00AM/ALARM_6_00AM_s29_v1_noisy.wav,ALARM_6_00AM,ALARM,s29,train,v1,noisy,Alarm 6 AM,time,6 AM,2.080
ALARM_6_00AM/ALARM_6_00AM_s29_v2_clean.wav,ALARM_6_00AM,ALARM,s29,train,v2,clean,Wake me up at 6 AM,time,6 AM,2.480
ALARM_6_00AM/ALARM_6_00AM_s29_v2_noisy.wav,ALARM_6_00AM,ALARM,s29,train,v2,noisy,Wake me up at 6 AM,time,6 AM,2.480
ALARM_6_00AM/ALARM_6_00AM_s29_v3_clean.wav,ALARM_6_00AM,ALARM,s29,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.680
ALARM_6_00AM/ALARM_6_00AM_s29_v3_noisy.wav,ALARM_6_00AM,ALARM,s29,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.680
ALARM_6_00AM/ALARM_6_00AM_s2_v1_clean.wav,ALARM_6_00AM,ALARM,s2,train,v1,clean,Alarm 6 AM,time,6 AM,1.980
ALARM_6_00AM/ALARM_6_00AM_s2_v1_noisy.wav,ALARM_6_00AM,ALARM,s2,train,v1,noisy,Alarm 6 AM,time,6 AM,1.980
ALARM_6_00AM/ALARM_6_00AM_s2_v2_clean.wav,ALARM_6_00AM,ALARM,s2,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.980
ALARM_6_00AM/ALARM_6_00AM_s2_v2_noisy.wav,ALARM_6_00AM,ALARM,s2,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.980
ALARM_6_00AM/ALARM_6_00AM_s2_v3_clean.wav,ALARM_6_00AM,ALARM,s2,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.380
ALARM_6_00AM/ALARM_6_00AM_s2_v3_noisy.wav,ALARM_6_00AM,ALARM,s2,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.380
ALARM_6_00AM/ALARM_6_00AM_s30_v1_clean.wav,ALARM_6_00AM,ALARM,s30,train,v1,clean,Alarm 6 AM,time,6 AM,1.800
ALARM_6_00AM/ALARM_6_00AM_s30_v1_noisy.wav,ALARM_6_00AM,ALARM,s30,train,v1,noisy,Alarm 6 AM,time,6 AM,1.800
ALARM_6_00AM/ALARM_6_00AM_s30_v2_clean.wav,ALARM_6_00AM,ALARM,s30,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.920
ALARM_6_00AM/ALARM_6_00AM_s30_v2_noisy.wav,ALARM_6_00AM,ALARM,s30,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.920
ALARM_6_00AM/ALARM_6_00AM_s30_v3_clean.wav,ALARM_6_00AM,ALARM,s30,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.120
ALARM_6_00AM/ALARM_6_00AM_s30_v3_noisy.wav,ALARM_6_00AM,ALARM,s30,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.120
ALARM_6_00AM/ALARM_6_00AM_s31_v1_clean.wav,ALARM_6_00AM,ALARM,s31,train,v1,clean,Alarm 6 AM,time,6 AM,1.760
ALARM_6_00AM/ALARM_6_00AM_s31_v1_noisy.wav,ALARM_6_00AM,ALARM,s31,train,v1,noisy,Alarm 6 AM,time,6 AM,1.760
ALARM_6_00AM/ALARM_6_00AM_s31_v2_clean.wav,ALARM_6_00AM,ALARM,s31,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.960
ALARM_6_00AM/ALARM_6_00AM_s31_v2_noisy.wav,ALARM_6_00AM,ALARM,s31,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.960
ALARM_6_00AM/ALARM_6_00AM_s31_v3_clean.wav,ALARM_6_00AM,ALARM,s31,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.440
ALARM_6_00AM/ALARM_6_00AM_s31_v3_noisy.wav,ALARM_6_00AM,ALARM,s31,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.440
ALARM_6_00AM/ALARM_6_00AM_s32_v1_clean.wav,ALARM_6_00AM,ALARM,s32,train,v1,clean,Alarm 6 AM,time,6 AM,2.080
ALARM_6_00AM/ALARM_6_00AM_s32_v1_noisy.wav,ALARM_6_00AM,ALARM,s32,train,v1,noisy,Alarm 6 AM,time,6 AM,2.080
ALARM_6_00AM/ALARM_6_00AM_s32_v2_clean.wav,ALARM_6_00AM,ALARM,s32,train,v2,clean,Wake me up at 6 AM,time,6 AM,2.000
ALARM_6_00AM/ALARM_6_00AM_s32_v2_noisy.wav,ALARM_6_00AM,ALARM,s32,train,v2,noisy,Wake me up at 6 AM,time,6 AM,2.000
ALARM_6_00AM/ALARM_6_00AM_s32_v3_clean.wav,ALARM_6_00AM,ALARM,s32,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.640
ALARM_6_00AM/ALARM_6_00AM_s32_v3_noisy.wav,ALARM_6_00AM,ALARM,s32,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.640
ALARM_6_00AM/ALARM_6_00AM_s33_v1_clean.wav,ALARM_6_00AM,ALARM,s33,train,v1,clean,Alarm 6 AM,time,6 AM,1.800
ALARM_6_00AM/ALARM_6_00AM_s33_v1_noisy.wav,ALARM_6_00AM,ALARM,s33,train,v1,noisy,Alarm 6 AM,time,6 AM,1.800
ALARM_6_00AM/ALARM_6_00AM_s33_v2_clean.wav,ALARM_6_00AM,ALARM,s33,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.880
ALARM_6_00AM/ALARM_6_00AM_s33_v2_noisy.wav,ALARM_6_00AM,ALARM,s33,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.880
ALARM_6_00AM/ALARM_6_00AM_s33_v3_clean.wav,ALARM_6_00AM,ALARM,s33,train,v3,clean,Set an alarm for 6 AM,time,6 AM,2.240
ALARM_6_00AM/ALARM_6_00AM_s33_v3_noisy.wav,ALARM_6_00AM,ALARM,s33,train,v3,noisy,Set an alarm for 6 AM,time,6 AM,2.240
ALARM_6_00AM/ALARM_6_00AM_s34_v1_clean.wav,ALARM_6_00AM,ALARM,s34,train,v1,clean,Alarm 6 AM,time,6 AM,1.620
ALARM_6_00AM/ALARM_6_00AM_s34_v1_noisy.wav,ALARM_6_00AM,ALARM,s34,train,v1,noisy,Alarm 6 AM,time,6 AM,1.620
ALARM_6_00AM/ALARM_6_00AM_s34_v2_clean.wav,ALARM_6_00AM,ALARM,s34,train,v2,clean,Wake me up at 6 AM,time,6 AM,1.660
ALARM_6_00AM/ALARM_6_00AM_s34_v2_noisy.wav,ALARM_6_00AM,ALARM,s34,train,v2,noisy,Wake me up at 6 AM,time,6 AM,1.660
